"ein","name","city","state","propublica_url","foundation_website","scholarship_url","notes"
"351793680","Central Indiana Community Foundation Inc","Indianapolis","IN","https://projects.propublica.org/nonprofits/organizations/351793680","https://www.cicf.org","https://www.cicf.org/scholarships/","50+ scholarships; $500 to full tuition; single multilingual application; Marion County/Central IN"
"351889139","Community Foundation Partnership Inc","Bedford","IN","https://projects.propublica.org/nonprofits/organizations/351889139","","","Community Foundation Partnership Bedford IN; contact for scholarship info"
"351990305","Dubois County Community Foundation Inc","Jasper","IN","https://projects.propublica.org/nonprofits/organizations/351990305","","","Dubois County Community Foundation Jasper IN; contact for scholarship info"
"200900981","Hamilton County Community Foundation Inc","Fishers","IN","https://projects.propublica.org/nonprofits/organizations/200900981","https://hamiltoncountycf.org","https://hamiltoncountycf.org/scholarships/","Dozens of scholarships $500-full tuition; single application; deadline Feb 1; part of CICF Collaborative"
"351986569","Harrison County Community Foundation Inc","Corydon","IN","https://projects.propublica.org/nonprofits/organizations/351986569","","","Harrison County Community Foundation Corydon IN; contact for scholarship info"
"351878973","Hendricks County Community Foundation Inc","Avon","IN","https://projects.propublica.org/nonprofits/organizations/351878973","","","Hendricks County Community Foundation Avon IN; contact for scholarship info"
"351797437","Johnson County Community Foundation Inc","Franklin","IN","https://projects.propublica.org/nonprofits/organizations/351797437","","","Johnson County Community Foundation Franklin IN; contact for scholarship info"
"356086777","Kosciusko County Community Foundation Inc","Warsaw","IN","https://projects.propublica.org/nonprofits/organizations/356086777","https://www.kcfoundation.org","https://www.kcfoundation.org/scholarships/","115 scholarship opportunities; Lilly Endowment full-tuition; Kosciusko County IN residents"
"351834679","Lagrange County Community Foundation Inc","Lagrange","IN","https://projects.propublica.org/nonprofits/organizations/351834679","","","LaGrange County Community Foundation IN; contact for scholarship info"
"351836315","Montgomery County Community Foundation Inc","Crawfordsvlle","IN","https://projects.propublica.org/nonprofits/organizations/351836315","","","Montgomery County Community Foundation Crawfordsville IN; contact for scholarship info"
"351912317","Northern Indiana Community Foundation Inc","Rochester","IN","https://projects.propublica.org/nonprofits/organizations/351912317","","","Northern Indiana Community Foundation Rochester IN; contact for scholarship info"
"872043014","Our Community Foundation Inc","Washington","IN","https://projects.propublica.org/nonprofits/organizations/872043014","","","Our Community Foundation Washington IN; contact for scholarship info"
"351934464","Owen County Community Foundation","Spencer","IN","https://projects.propublica.org/nonprofits/organizations/351934464","","","Owen County Community Foundation Spencer IN; contact for scholarship info"
"352000788","Porter County Community Foundation Inc","Valparaiso","IN","https://projects.propublica.org/nonprofits/organizations/352000788","","","Porter County Community Foundation Valparaiso IN; contact for scholarship info"
"351835950","Rush County Community Foundation","Rushville","IN","https://projects.propublica.org/nonprofits/organizations/351835950","","","Rush County Community Foundation Rushville IN; contact for scholarship info"
"352070789","Warren County Community Foundation Inc","Williamsport","IN","https://projects.propublica.org/nonprofits/organizations/352070789","","","Warren County Community Foundation Williamsport IN; small community"
"351883377","Washington County Community Foundation Inc","Salem","IN","https://projects.propublica.org/nonprofits/organizations/351883377","","","Washington County Community Foundation Salem IN; contact for scholarship info"
"481190412","Ashland Community Foundation","Ashland","KS","https://projects.propublica.org/nonprofits/organizations/481190412","","","Ashland Community Foundation KS; small community"
"481221368","Central Kansas Community Foundation","Newton","KS","https://projects.propublica.org/nonprofits/organizations/481221368","https://centralkansascf.org","https://centralkansascfscholarships.communityforce.com/","$1.5M impact/yr; 18 affiliates; scholarships for Butler/Harvey/Marion/Reno county residents; $28M assets"
"205218378","Community Foundation Forindependence","Independence","KS","https://projects.propublica.org/nonprofits/organizations/205218378","","","Community Foundation for Independence KS; limited web presence"
"481209687","Douglas County Community Foundation","Lawrence","KS","https://projects.propublica.org/nonprofits/organizations/481209687","","","Douglas County Community Foundation Lawrence KS; contact for scholarship info"
"481169158","Emporia Community Foundation","Emporia","KS","https://projects.propublica.org/nonprofits/organizations/481169158","","","Emporia Community Foundation KS; contact for scholarship info"
"742804940","Golden Belt Community Foundation","Great Bend","KS","https://projects.propublica.org/nonprofits/organizations/742804940","","","Golden Belt Community Foundation Great Bend KS; contact for scholarship info"
"481215574","Greater Manhattan Community Foundation","Manhattan","KS","https://projects.propublica.org/nonprofits/organizations/481215574","","","Greater Manhattan Community Foundation KS; contact for scholarship info"
"481215503","Greater Salina Community Foundation","Salina","KS","https://projects.propublica.org/nonprofits/organizations/481215503","https://gscf.org","https://gscf.org/scholarships/","67 scholarship funds; $240K+ awarded; eligibility assessment Nov 1-Feb 15; largest KS community foundation; 600+ funds"
"832155617","Lane County Community Foundation","Dighton","KS","https://projects.propublica.org/nonprofits/organizations/832155617","","","Lane County Community Foundation Dighton KS; small community"
"481238797","Mcpherson County Community Foundation","Mcpherson","KS","https://projects.propublica.org/nonprofits/organizations/481238797","","","McPherson County Community Foundation KS; contact for scholarship info"
"863824928","Mullinville Community Foundation","Mullinville","KS","https://projects.propublica.org/nonprofits/organizations/863824928","","","Mullinville Community Foundation KS; very small community"
"481175198","Rice County Community Foundation","Lyons","KS","https://projects.propublica.org/nonprofits/organizations/481175198","","","Rice County Community Foundation Lyons KS; contact for scholarship info"
"480995697","Scott Community Foundation","Scott City","KS","https://projects.propublica.org/nonprofits/organizations/480995697","","","Scott Community Foundation Scott City KS; limited web presence"
"481156704","South Central Community Foundation","Pratt","KS","https://projects.propublica.org/nonprofits/organizations/481156704","","","South Central Community Foundation Pratt KS; contact for scholarship info"
"933344000","Tipton Community Foundation","Tipton","KS","https://projects.propublica.org/nonprofits/organizations/933344000","","","Tipton Community Foundation KS; small community"
"481184667","Western Kansas Community Foundation","Garden City","KS","https://projects.propublica.org/nonprofits/organizations/481184667","","","Western Kansas Community Foundation Garden City KS; contact for scholarship info"
"611284951","Community Foundation Of South Central Kentucky Inc","Bowling Green","KY","https://projects.propublica.org/nonprofits/organizations/611284951","","","Community Foundation of South Central Kentucky Bowling Green; contact for scholarship info"
"611304905","Community Foundation Of West Kentucky Inc","Paducah","KY","https://projects.propublica.org/nonprofits/organizations/611304905","","","Community Foundation of West Kentucky Paducah; contact for scholarship info"
"204183345","Algiers Community Foundation","New Orleans","LA","https://projects.propublica.org/nonprofits/organizations/204183345","","","Algiers Community Foundation New Orleans LA; limited web presence"
"721446378","Central Louisiana Community Foundation","Alexandria","LA","https://projects.propublica.org/nonprofits/organizations/721446378","","","Central Louisiana Community Foundation Alexandria; contact for scholarship info"
"721493023","Community Foundation Of Acadiana","Lafayette","LA","https://projects.propublica.org/nonprofits/organizations/721493023","https://www.cfacadiana.org","https://www.cfacadiana.org/applications","Multiple scholarship funds; serves 8 Acadiana parishes; music/education/community scholarships"
"726022365","Community Foundation Of North Louisiana","Shreveport","LA","https://projects.propublica.org/nonprofits/organizations/726022365","","","Community Foundation of North Louisiana Shreveport; contact for scholarship info"
"721508036","Community Foundation Of Southwest Louisiana","Lake Charles","LA","https://projects.propublica.org/nonprofits/organizations/721508036","","","Community Foundation of Southwest Louisiana Lake Charles; contact for scholarship info"
"42103944","Brookline Community Foundation Inc","Brookline","MA","https://projects.propublica.org/nonprofits/organizations/42103944","","","Brookline Community Foundation MA; contact for scholarship info"
"46012492","Cambridge Community Foundation","Cambridge","MA","https://projects.propublica.org/nonprofits/organizations/46012492","","","Cambridge Community Foundation MA; contact for scholarship info"
"134316755","Community Foundation For Nantucket","Nantucket","MA","https://projects.propublica.org/nonprofits/organizations/134316755","","","Community Foundation for Nantucket MA; contact for scholarship info"
"43401997","Greater Lowell Community Foundation Inc","Lowell","MA","https://projects.propublica.org/nonprofits/organizations/43401997","","","Greater Lowell Community Foundation MA; contact for scholarship info"
"550892054","Russian Jewish Community Foundation","Newton Center","MA","https://projects.propublica.org/nonprofits/organizations/550892054","","","Russian Jewish Community Foundation Newton Center MA; religious community focus"
"43280353","Southcoast Community Foundation Inc","New Bedford","MA","https://projects.propublica.org/nonprofits/organizations/43280353","","","Southcoast Community Foundation New Bedford MA; contact for scholarship info"
"201411118","Treasure Cay Community Foundation Inc","Ayer","MA","https://projects.propublica.org/nonprofits/organizations/201411118","","","Treasure Cay Community Foundation Ayer MA; limited web presence"
"300229398","Watertown Community Foundation Inc","Watertown","MA","https://projects.propublica.org/nonprofits/organizations/300229398","","","Watertown Community Foundation MA; contact for scholarship info"
"831112610","Greenbelt Community Foundation Ltd","Greenbelt","MD","https://projects.propublica.org/nonprofits/organizations/831112610","","","Greenbelt Community Foundation MD; limited web presence"
"521857420","Kentlands Community Foundation Inc","Gaithersburg","MD","https://projects.propublica.org/nonprofits/organizations/521857420","","","Kentlands Community Foundation Gaithersburg MD; HOA-style community foundation"
"521782373","Mid Shore Community Foundation Inc","Easton","MD","https://projects.propublica.org/nonprofits/organizations/521782373","","","Mid Shore Community Foundation Easton MD; contact for scholarship info"
"522038242","National Catholic Community Foundation","Crownsville","MD","https://projects.propublica.org/nonprofits/organizations/522038242","","","National Catholic Community Foundation Crownsville MD; religious focus"
"873550117","517 Community Foundation","East Lansing","MI","https://projects.propublica.org/nonprofits/organizations/873550117","","","517 Community Foundation East Lansing MI; limited web presence"
"383246131","Barry County Community Foundation","Hastings","MI","https://projects.propublica.org/nonprofits/organizations/383246131","","","Barry County Community Foundation Hastings MI; contact for scholarship info"
"382418086","Bay Area Community Foundation","Bay City","MI","https://projects.propublica.org/nonprofits/organizations/382418086","https://bayfoundation.org","https://bayfoundation.org/scholarship-programs/","140+ scholarships; $500K+/yr; Bay/Arenac County; single online app; due Feb 3; Bay Commitment $2K"
"383544941","Bedford Community Foundation","Lambertville","MI","https://projects.propublica.org/nonprofits/organizations/383544941","","","Bedford Community Foundation Lambertville MI; limited web presence"
"611422011","Ferndale Community Foundation","Ferndale","MI","https://projects.propublica.org/nonprofits/organizations/611422011","","","Ferndale Community Foundation MI; limited web presence"
"382736601","Four County Community Foundation","Romeo","MI","https://projects.propublica.org/nonprofits/organizations/382736601","","","Four County Community Foundation Romeo MI; contact for scholarship info"
"383087756","Gratiot County Community Foundation","Ithaca","MI","https://projects.propublica.org/nonprofits/organizations/383087756","","","Gratiot County Community Foundation Ithaca MI; contact for scholarship info"
"386070739","Jackson Community Foundation","Jackson","MI","https://projects.propublica.org/nonprofits/organizations/386070739","","","Jackson Community Foundation MI; contact for scholarship info"
"813884931","Kentwood Community Foundation","Kentwood","MI","https://projects.propublica.org/nonprofits/organizations/813884931","","","Kentwood Community Foundation MI; limited web presence"
"383223079","Keweenaw Community Foundation","Hancock","MI","https://projects.propublica.org/nonprofits/organizations/383223079","","","Keweenaw Community Foundation Hancock MI; contact for scholarship info"
"201271563","Lapeer County Community Foundation","Lapeer","MI","https://projects.propublica.org/nonprofits/organizations/201271563","","","Lapeer County Community Foundation MI; contact for scholarship info"
"386095474","Lenawee Community Foundation","Adrian","MI","https://projects.propublica.org/nonprofits/organizations/386095474","","","Lenawee Community Foundation Adrian MI; contact for scholarship info"
"383104141","Livonia Community Foundation","Livonia","MI","https://projects.propublica.org/nonprofits/organizations/383104141","","","Livonia Community Foundation MI; limited web presence"
"383179612","Mackinac Island Community Foundation","Mackinac Is","MI","https://projects.propublica.org/nonprofits/organizations/383179612","","","Mackinac Island Community Foundation MI; small community"
"237011281","Marshall Community Foundation","Marshall","MI","https://projects.propublica.org/nonprofits/organizations/237011281","","","Marshall Community Foundation MI; contact for scholarship info"
"383216235","Otsego Community Foundation","Gaylord","MI","https://projects.propublica.org/nonprofits/organizations/383216235","","","Otsego Community Foundation Gaylord MI; contact for scholarship info"
"383204484","Sanilac County Community Foundation","Sandusky","MI","https://projects.propublica.org/nonprofits/organizations/383204484","","","Sanilac County Community Foundation Sandusky MI; contact for scholarship info"
"383285624","Shiawassee Community Foundation","Owosso","MI","https://projects.propublica.org/nonprofits/organizations/383285624","","","Shiawassee Community Foundation Owosso MI; contact for scholarship info"
"200005152","Spys Community Foundation","Sunfield","MI","https://projects.propublica.org/nonprofits/organizations/200005152","","","Spys Community Foundation Sunfield MI; small community"
"383649922","Sturgis Area Community Foundation","Sturgis","MI","https://projects.propublica.org/nonprofits/organizations/383649922","","","Sturgis Area Community Foundation MI; contact for scholarship info"
"311666193","Baudette Community Foundation","Baudette","MN","https://projects.propublica.org/nonprofits/organizations/311666193","","","Baudette Community Foundation MN; small community"
"411654627","Bloomington Community Foundation","Bloomington","MN","https://projects.propublica.org/nonprofits/organizations/411654627","","","Bloomington Community Foundation MN; contact for scholarship info"
"270590642","Brooten Community Foundation","Brooten","MN","https://projects.propublica.org/nonprofits/organizations/270590642","","","Brooten Community Foundation MN; small community"
"411986997","Chosen Valley Community Foundation","Chatfield","MN","https://projects.propublica.org/nonprofits/organizations/411986997","","","Chosen Valley Community Foundation Chatfield MN; small community"
"411981823","Eastview Community Foundation","Apple Valley","MN","https://projects.propublica.org/nonprofits/organizations/411981823","","","Eastview Community Foundation Apple Valley MN; school-related foundation"
"311634422","Leroy Community Foundation","Le Roy","MN","https://projects.propublica.org/nonprofits/organizations/311634422","","","LeRoy Community Foundation MN; small community"
"411512905","Luverne Area Community Foundation","Luverne","MN","https://projects.propublica.org/nonprofits/organizations/411512905","","","Luverne Area Community Foundation MN; contact for scholarship info"
"821178194","Oslo Community Foundation","E Grand Forks","MN","https://projects.propublica.org/nonprofits/organizations/821178194","","","Oslo Community Foundation E Grand Forks MN; small community"
"411408909","Roseville Area Community Foundation","Roseville","MN","https://projects.propublica.org/nonprofits/organizations/411408909","","","Roseville Area Community Foundation MN; contact for scholarship info"
"311739538","Virginia Community Foundation","Virginia","MN","https://projects.propublica.org/nonprofits/organizations/311739538","","","Virginia Community Foundation MN; Iron Range area; contact for scholarship info"
"470919421","Walker Area Community Foundation","Walker","MN","https://projects.propublica.org/nonprofits/organizations/470919421","","","Walker Area Community Foundation MN; small community"
"363500853","Winona Community Foundation Inc","Winona","MN","https://projects.propublica.org/nonprofits/organizations/363500853","","","Winona Community Foundation MN; contact for scholarship info"
"721592506","Woodbury Community Foundation","Woodbury","MN","https://projects.propublica.org/nonprofits/organizations/721592506","","","Woodbury Community Foundation MN; limited web presence"
"431826142","Chariton County Community Foundation","Keytesville","MO","https://projects.propublica.org/nonprofits/organizations/431826142","","","Chariton County Community Foundation Keytesville MO; small community"
"270436182","Community Foundation Of Northwest Missouri","Saint Joseph","MO","https://projects.propublica.org/nonprofits/organizations/270436182","","","Community Foundation of NW Missouri St Joseph; contact for scholarship info"
"431851519","Howard County Community Foundation Inc","Boonville","MO","https://projects.propublica.org/nonprofits/organizations/431851519","","","Howard County Community Foundation Boonville MO; small community"
"113649939","Mexico Area Community Foundation Inc","Mexico","MO","https://projects.propublica.org/nonprofits/organizations/113649939","","","Mexico Area Community Foundation MO; limited web presence"
"431758789","St Louis Community Foundation Incorporated","Saint Louis","MO","https://projects.propublica.org/nonprofits/organizations/431758789","https://stlgives.org","https://stlgives.org/community-impact/scholarships/","80 scholarship programs; $2.5M/yr to 700+ students; My Scholarship Central platform; St Louis area"
"431482136","Truman Heartland Community Foundation","Independence","MO","https://projects.propublica.org/nonprofits/organizations/431482136","","","Truman Heartland Community Foundation Independence MO; contact for scholarship info"
"431728406","Truman Lake Community Foundation","Clinton","MO","https://projects.propublica.org/nonprofits/organizations/431728406","","","Truman Lake Community Foundation Clinton MO; small community"
"640845750","Community Foundation For Mississippi","Jackson","MS","https://projects.propublica.org/nonprofits/organizations/640845750","https://formississippi.org","https://formississippi.org/grants-scholarships/","$170K+ in scholarships; single application from Jan 15; auto-matching; statewide MS"
"640702225","Community Foundation Of East Mississippi Inc","Meridian","MS","https://projects.propublica.org/nonprofits/organizations/640702225","","","Community Foundation of East Mississippi Meridian; contact for scholarship info"
"943421724","Community Foundation Of Northwest Mississippi Inc","Hernando","MS","https://projects.propublica.org/nonprofits/organizations/943421724","","","Community Foundation of NW Mississippi Hernando; contact for scholarship info"
"461176207","Community Foundation Of Washington County Inc","Greenville","MS","https://projects.propublica.org/nonprofits/organizations/461176207","","","Community Foundation of Washington County Greenville MS; contact for scholarship info"
"721390352","The Greater Pinebelt Community Foundation","Hattiesburg","MS","https://projects.propublica.org/nonprofits/organizations/721390352","","","Greater Pinebelt Community Foundation Hattiesburg MS; contact for scholarship info"
"640869545","West Point Community Foundation Inc","West Point","MS","https://projects.propublica.org/nonprofits/organizations/640869545","","","West Point Community Foundation MS; small community"
"371541903","Anaconda Community Foundation Inc","Anaconda","MT","https://projects.propublica.org/nonprofits/organizations/371541903","","","Anaconda Community Foundation MT; small community"
"810498333","Beacon Community Foundation Inc","Scobey","MT","https://projects.propublica.org/nonprofits/organizations/810498333","","","Beacon Community Foundation Scobey MT; small community"
"203153511","Flathead Community Foundation Inc","Kalispell","MT","https://projects.propublica.org/nonprofits/organizations/203153511","","","Flathead Community Foundation Kalispell MT; contact for scholarship info"
"205714808","Flathead Rotary Community Foundation","Kalispell","MT","https://projects.propublica.org/nonprofits/organizations/205714808","","","Flathead Rotary Community Foundation Kalispell MT; Rotary-affiliated"
"262883184","Greater Polson Community Foundation Inc","Polson","MT","https://projects.propublica.org/nonprofits/organizations/262883184","","","Greater Polson Community Foundation MT; small community"
"810536902","Helena Area Community Foundation","Helena","MT","https://projects.propublica.org/nonprofits/organizations/810536902","","","Helena Area Community Foundation MT; contact for scholarship info"
"463196448","Jefferson Valley Community Foundation","Whitehall","MT","https://projects.propublica.org/nonprofits/organizations/463196448","","","Jefferson Valley Community Foundation Whitehall MT; small community"
"205581763","Park County Community Foundation","Livingston","MT","https://projects.propublica.org/nonprofits/organizations/205581763","","","Park County Community Foundation Livingston MT; contact for scholarship info"
"200192255","Red Lodge Area Community Foundation","Red Lodge","MT","https://projects.propublica.org/nonprofits/organizations/200192255","","","Red Lodge Area Community Foundation MT; contact for scholarship info"
"311711576","Seeley Lake Community Foundation","Seeley Lake","MT","https://projects.propublica.org/nonprofits/organizations/311711576","","","Seeley Lake Community Foundation MT; small community"
"993697903","Spika Community Foundation","Lewistown","MT","https://projects.propublica.org/nonprofits/organizations/993697903","","","Spika Community Foundation Lewistown MT; limited web presence"
"810533137","Toole County Community Foundation Inc","Shelby","MT","https://projects.propublica.org/nonprofits/organizations/810533137","","","Toole County Community Foundation Shelby MT; small community"
"810526746","Valley County Community Foundation Inc","Glasgow","MT","https://projects.propublica.org/nonprofits/organizations/810526746","","","Valley County Community Foundation Glasgow MT; small community"
"810533002","Whitefish Community Foundation Inc","Whitefish","MT","https://projects.propublica.org/nonprofits/organizations/810533002","https://whitefishcommunityfoundation.org","https://whitefishcommunityfoundation.org/scholarships/","Multiple scholarships; Kiita $10K awards; Campbell $2.5K; Flathead County students; apps open Feb 1"
"271974255","Yellowstone Club Community Foundation","Bozeman","MT","https://projects.propublica.org/nonprofits/organizations/271974255","","","Yellowstone Club Community Foundation Bozeman MT; private club-affiliated"
"823275373","Alamance Community Foundation","Burlington","NC","https://projects.propublica.org/nonprofits/organizations/823275373","","","Alamance Community Foundation Burlington NC; contact for scholarship info"
"851900157","Cale Community Foundation","Hertford","NC","https://projects.propublica.org/nonprofits/organizations/851900157","","","Cale Community Foundation Hertford NC; small community"
"561942969","Capital Community Foundation Inc","Raleigh","NC","https://projects.propublica.org/nonprofits/organizations/561942969","","","Capital Community Foundation Raleigh NC; contact for scholarship info"
"581850531","Davie Community Foundation Inc","Mocksville","NC","https://projects.propublica.org/nonprofits/organizations/581850531","","","Davie Community Foundation Mocksville NC; contact for scholarship info"
"561695787","High Point Community Foundation","High Point","NC","https://projects.propublica.org/nonprofits/organizations/561695787","https://www.hpcommunityfoundation.org","https://www.hpcommunityfoundation.org/scholarships/","Multiple named scholarship funds; STEM, education focus; High Point NC"
"872055784","Monet Richardson Community Foundation","Burlington","NC","https://projects.propublica.org/nonprofits/organizations/872055784","","","Monet Richardson Community Foundation Burlington NC; limited web presence"
"10554374","Peninsula Community Foundation","Cornelius","NC","https://projects.propublica.org/nonprofits/organizations/10554374","","","Peninsula Community Foundation Cornelius NC; limited web presence"
"450448088","Community Foundation Of Grand Forks East Grand Forks And Region","Grand Forks","ND","https://projects.propublica.org/nonprofits/organizations/450448088","","","Community Foundation of Grand Forks ND; contact for scholarship info"
"311689978","Minot Area Community Foundation","Minot","ND","https://projects.propublica.org/nonprofits/organizations/311689978","","","Minot Area Community Foundation ND; contact for scholarship info"
"472581417","Northwest North Dakota Community Foundation Inc","Williston","ND","https://projects.propublica.org/nonprofits/organizations/472581417","","","NW North Dakota Community Foundation Williston; contact for scholarship info"
"464371645","Sheyenne Valley Community Foundation","Valley City","ND","https://projects.propublica.org/nonprofits/organizations/464371645","","","Sheyenne Valley Community Foundation Valley City ND; small community"
"202906009","Bennington Community Foundation","Bennington","NE","https://projects.propublica.org/nonprofits/organizations/202906009","","","Bennington Community Foundation NE; small community"
"470736322","Columbus Community Foundation Inc","Columbus","NE","https://projects.propublica.org/nonprofits/organizations/470736322","","","Columbus Community Foundation NE; contact for scholarship info"
"470819319","Crete Community Foundation","Crete","NE","https://projects.propublica.org/nonprofits/organizations/470819319","","","Crete Community Foundation NE; small community"
"470785730","Franklin County Community Foundation","Franklin","NE","https://projects.propublica.org/nonprofits/organizations/470785730","","","Franklin County Community Foundation NE; small community"
"911845579","Harvard Community Foundation Inc","Harvard","NE","https://projects.propublica.org/nonprofits/organizations/911845579","","","Harvard Community Foundation NE; small community"
"391965118","Lavista Community Foundation Corp","La Vista","NE","https://projects.propublica.org/nonprofits/organizations/391965118","","","La Vista Community Foundation NE; limited web presence"
"470794760","Lexington Community Foundation","Lexington","NE","https://projects.propublica.org/nonprofits/organizations/470794760","","","Lexington Community Foundation NE; contact for scholarship info"
"363693096","Lyons Community Foundation","Lyons","NE","https://projects.propublica.org/nonprofits/organizations/363693096","","","Lyons Community Foundation NE; small community"
"470769903","Nebraska Community Foundation","Lincoln","NE","https://projects.propublica.org/nonprofits/organizations/470769903","https://www.nebcommfound.org","https://www.nebcommfound.org/scholarships/","Statewide NE foundation; multiple affiliated community funds with scholarships"
"470645958","Omaha Community Foundation","Omaha","NE","https://projects.propublica.org/nonprofits/organizations/470645958","https://omahafoundation.org","https://omahafoundation.org","Major Omaha foundation; primarily org grants; community interest funds; see OPS Foundation for student scholarships"
"470596705","Oregon Trail Community Foundation","Scottsbluff","NE","https://projects.propublica.org/nonprofits/organizations/470596705","","","Oregon Trail Community Foundation Scottsbluff NE; contact for scholarship info"
"300240248","Pawnee City Community Foundation","Pawnee City","NE","https://projects.propublica.org/nonprofits/organizations/300240248","","","Pawnee City Community Foundation NE; small community"
"201258360","Tekamah Community Foundation","Tekamah","NE","https://projects.propublica.org/nonprofits/organizations/201258360","","","Tekamah Community Foundation NE; small community"
"470825771","Washington County Community Foundation","Blair","NE","https://projects.propublica.org/nonprofits/organizations/470825771","","","Washington County Community Foundation Blair NE; contact for scholarship info"
"363324526","York Community Foundation","York","NE","https://projects.propublica.org/nonprofits/organizations/363324526","","","York Community Foundation NE; contact for scholarship info"
"611529153","Capital City Community Foundation","Trenton","NJ","https://projects.propublica.org/nonprofits/organizations/611529153","","","Capital City Community Foundation Trenton NJ; limited web presence"
"134186074","Metro Manhattan Community Foundation","Englewood","NJ","https://projects.propublica.org/nonprofits/organizations/134186074","","","Metro Manhattan Community Foundation Englewood NJ; limited web presence"
"850295444","Albuquerque Community Foundation","Albuquerque","NM","https://projects.propublica.org/nonprofits/organizations/850295444","https://abqcf.org","https://abqcf.org/scholarships/","25+ scholarship programs; 3000+ students served; $500-$10K awards; eligibility quiz; NM residents"
"850206472","Carlsbad Community Foundation Inc","Carlsbad","NM","https://projects.propublica.org/nonprofits/organizations/850206472","","","Carlsbad Community Foundation NM; contact for scholarship info"
"161740370","Community Foundation Of Lincoln County","Ruidoso","NM","https://projects.propublica.org/nonprofits/organizations/161740370","","","Community Foundation of Lincoln County Ruidoso NM; contact for scholarship info"
"810851813","Gila Community Foundation","Silver City","NM","https://projects.propublica.org/nonprofits/organizations/810851813","","","Gila Community Foundation Silver City NM; contact for scholarship info"
"464885386","Lea Community Foundation For The Arts","Lovington","NM","https://projects.propublica.org/nonprofits/organizations/464885386","","","Lea Community Foundation for the Arts Lovington NM; arts focus"
"352546420","Los Alamos Community Foundation","Los Alamos","NM","https://projects.propublica.org/nonprofits/organizations/352546420","","","Los Alamos Community Foundation NM; contact for scholarship info"
"850311210","New Mexico Community Foundation","Santa Fe","NM","https://projects.propublica.org/nonprofits/organizations/850311210","https://newmexicofoundation.org","https://newmexicofoundation.org/scholarships-now-open/","Statewide NM scholarships; opens annually"
"261266139","Rio Rancho Community Foundation Inc","Rio Rancho","NM","https://projects.propublica.org/nonprofits/organizations/261266139","","","Rio Rancho Community Foundation NM; limited web presence"
"850303044","Santa Fe Community Foundation","Santa Fe","NM","https://projects.propublica.org/nonprofits/organizations/850303044","https://www.santafecf.org","https://www.santafecf.org/causes/education","3 scholarship funds; Currier Scholarship ~$3M awarded; ARTsmart up to $9.5K; northern NM"
"850455682","The Community Foundation Of Southern New Mexico","Las Cruces","NM","https://projects.propublica.org/nonprofits/organizations/850455682","","","Community Foundation of Southern NM Las Cruces; contact for scholarship info"
"850425147","The Taos Community Foundation Inc","Taos","NM","https://projects.propublica.org/nonprofits/organizations/850425147","","","Taos Community Foundation NM; contact for scholarship info"
"880370179","Community Foundation Of Northern Nevada","Reno","NV","https://projects.propublica.org/nonprofits/organizations/880370179","","","Community Foundation of Northern Nevada Reno; contact for scholarship info"
"161577352","Amherst Community Foundation","Amherst","NY","https://projects.propublica.org/nonprofits/organizations/161577352","","","Amherst Community Foundation NY; contact for scholarship info"
"200254573","Community Foundation Holding Corporation","Utica","NY","https://projects.propublica.org/nonprofits/organizations/200254573","","","Community Foundation Holding Corp Utica NY; contact for scholarship info"
"161561037","Cortland Community Foundation","Cortland","NY","https://projects.propublica.org/nonprofits/organizations/161561037","","","Cortland Community Foundation NY; contact for scholarship info"
"161468127","Greater Olean Community Foundation","Olean","NY","https://projects.propublica.org/nonprofits/organizations/161468127","","","Greater Olean Community Foundation NY; contact for scholarship info"
"161574338","Rome Community Foundation","Rome","NY","https://projects.propublica.org/nonprofits/organizations/161574338","","","Rome Community Foundation NY; contact for scholarship info"
"473713204","Sunmark Charitable Community Foundation","Latham","NY","https://projects.propublica.org/nonprofits/organizations/473713204","","","Sunmark Charitable Community Foundation Latham NY; credit union affiliated"
"760729108","The Rockland Community Foundation","Suffern","NY","https://projects.propublica.org/nonprofits/organizations/760729108","","","Rockland Community Foundation Suffern NY; contact for scholarship info"
"510513205","Voorheesville Community Foundation Inc","Voorheesville","NY","https://projects.propublica.org/nonprofits/organizations/510513205","","","Voorheesville Community Foundation NY; small community"
"341812908","Ashland County Community Foundation","Ashland","OH","https://projects.propublica.org/nonprofits/organizations/341812908","","","Ashland County Community Foundation OH; contact for scholarship info"
"872870534","Catholic Community Foundation   Ohio","Toledo","OH","https://projects.propublica.org/nonprofits/organizations/872870534","","","Catholic Community Foundation Ohio Toledo; religious focus"
"311197385","Community Foundations Inc","Columbus","OH","https://projects.propublica.org/nonprofits/organizations/311197385","","","Community Foundations Inc Columbus OH; contact for scholarship info"
"311625750","Fairfield Community Foundation","Fairfield","OH","https://projects.propublica.org/nonprofits/organizations/311625750","","","Fairfield Community Foundation OH; contact for scholarship info"
"311751001","Greene County Community Foundation","Xenia","OH","https://projects.propublica.org/nonprofits/organizations/311751001","","","Greene County Community Foundation Xenia OH; contact for scholarship info"
"311335053","Hardin County Community Foundation","Kenton","OH","https://projects.propublica.org/nonprofits/organizations/311335053","","","Hardin County Community Foundation Kenton OH; contact for scholarship info"
"341935499","Hudson Community Foundation","Hudson","OH","https://projects.propublica.org/nonprofits/organizations/341935499","","","Hudson Community Foundation OH; contact for scholarship info"
